date,XA,XB,XC,XD,XE,XF,XG,XH,XJ,XK,XL,XM,XN,XP,XQ,XR,XS,XT,XU,XV,XW,XY,XZ,ZA,ZB,ZC,ZD,ZE,ZF,ZG
2020-03-09 09:30,263.45,173.49,215.05,150.44,153.05,189.81,184.305,153.01,232.54,194.69,110.55,145.585,108.92,100.04,95.69,136.45,81.99,115.745,121.68,267.45,118.9,115.59,81.44,78.68,34.36,36.87,52.275,52.03,54.99,49.545
2020-03-09 09:35,263.45,173.49,215.05,150.44,153.05,189.81,184.305,153.01,232.54,194.69,110.55,145.585,108.92,100.04,95.69,136.45,81.99,115.745,121.68,267.45,118.9,115.59,81.44,78.68,34.36,36.87,52.275,52.03,54.99,49.545
2020-03-09 09:40,263.45,173.49,215.05,150.44,153.05,189.81,184.305,153.01,232.54,194.69,110.55,145.585,108.92,100.04,95.69,136.45,81.99,115.745,121.68,267.45,118.9,115.59,81.44,78.68,34.36,36.87,52.275,52.03,54.99,49.545
2020-03-09 09:45,260.4,172.495,214.55,150.745,153.05,189.54,169.62,153.01,230.12,192.0,110.17,145.465,108.92,100.04,95.69,137.0,81.245,114.58,121.68,269.125,118.9,113.91,81.44,77.63,34.36,36.93,51.95,51.9,55.24,49.23
2020-03-09 09:50,263.83,175.13,213.67,154.8,153.05,190.44,173.22,152.66,231.48,193.255,110.285,147.315,108.32,98.94,96.73,137.81,81.86,115.315,117.63,272.84,119.69,115.115,81.38,77.81,31.08,37.62,52.35,51.515,55.67,48.9
2020-03-09 09:55,264.18,177.505,214.045,155.11,154.17,192.065,177.2,154.2,233.995,196.95,111.035,148.3,109.75,99.58,97.83,138.02,82.87,116.32,118.505,272.51,120.0,115.62,84.97,79.24,32.65,38.005,52.745,51.97,55.535,49.285
2020-03-09 10:00,264.34,175.34,213.195,154.08,154.215,191.805,174.205,153.97,234.615,197.9,111.04,147.45,108.26,98.6,96.335,136.97,82.83,114.96,117.46,269.38,119.195,116.32,84.115,79.12,33.44,37.6,52.73,51.695,55.33,49.105
2020-03-09 10:05,267.575,176.97,215.245,157.5,155.83,194.27,177.81,155.045,238.97,199.275,111.89,149.145,109.46,99.76,97.92,137.91,83.28,116.02,118.71,275.92,121.01,117.61,84.88,80.12,33.35,38.045,53.29,51.95,55.96,49.72
2020-03-09 10:10,265.885,176.37,213.89,156.37,155.28,193.73,176.87,155.47,239.01,199.03,111.5,148.38,109.29,100.08,97.94,137.93,82.73,114.865,117.95,275.07,120.31,117.39,86.69,79.655,33.4,37.8,52.89,51.86,55.82,49.315
2020-03-09 10:15,265.46,177.11,215.595,157.21,156.16,194.04,177.09,156.53,240.0,199.515,112.05,149.35,109.64,100.615,97.96,138.06,83.335,115.115,117.965,275.99,120.765,118.8,87.28,80.08,33.555,38.06,52.945,52.11,56.035,49.35
2020-03-09 10:20,264.55,176.33,214.62,153.98,155.08,192.93,177.03,156.09,238.0,199.2,111.205,148.35,109.01,100.545,97.36,137.85,82.87,115.21,118.15,273.325,120.29,118.5,85.6,80.27,33.525,37.845,52.84,51.77,55.78,49.26
2020-03-09 10:25,266.14,176.61,214.7,154.33,154.05,193.305,176.83,156.255,238.58,198.37,111.16,148.15,109.56,100.66,97.19,138.075,83.235,115.265,118.255,274.45,120.79,118.54,84.58,80.21,33.27,38.14,53.045,51.86,56.01,49.245
2020-03-09 10:30,268.12,176.81,215.015,154.75,154.59,192.93,176.48,156.85,240.425,199.3,111.375,148.175,109.68,100.745,97.335,138.235,83.66,115.47,118.07,274.39,121.27,118.73,85.03,80.07,33.19,38.44,53.065,51.86,56.05,49.34
2020-03-09 10:35,267.315,176.49,214.815,154.89,154.44,192.61,176.71,156.91,239.96,199.23,111.395,147.955,109.185,100.36,96.61,138.48,83.9,115.495,118.03,273.455,121.17,118.545,85.35,80.325,32.85,38.46,53.16,51.96,56.4,49.275
2020-03-09 10:40,267.42,176.525,214.17,154.46,154.05,192.255,175.97,156.405,240.43,199.76,110.99,147.7,109.11,100.23,96.33,138.45,83.9,115.29,117.71,272.24,121.085,118.22,85.6,80.31,32.71,38.51,52.985,51.795,56.5,49.38
2020-03-09 10:45,265.12,176.31,213.81,154.17,154.05,191.59,175.3,156.15,240.035,198.82,110.46,147.35,108.79,99.65,95.26,137.885,83.98,114.96,117.605,271.19,120.545,117.95,84.43,80.07,32.77,38.28,52.86,51.705,56.61,49.24
2020-03-09 10:50,265.97,176.41,213.3,154.33,153.97,190.75,174.8,155.56,238.805,197.71,109.64,146.775,107.74,99.315,95.02,137.22,83.825,114.495,116.92,271.07,119.94,117.18,83.48,79.86,32.55,38.23,52.72,51.615,56.315,48.74
2020-03-09 10:55,266.69,176.03,212.88,154.31,153.84,189.85,174.55,154.735,237.74,196.155,109.64,146.4,107.66,99.585,94.995,136.67,83.86,114.215,116.15,271.75,119.67,117.55,83.06,79.555,32.31,38.34,52.24,51.67,56.255,48.84
2020-03-09 11:00,265.97,174.82,212.52,155.055,153.31,189.45,174.29,154.29,237.28,196.61,109.53,146.1,107.16,99.6,93.78,136.47,83.88,114.08,116.86,270.43,119.86,117.6,82.565,79.51,32.15,38.355,52.28,51.6,56.105,48.5
2020-03-09 11:05,266.12,174.48,213.11,154.825,153.66,190.29,174.97,154.985,236.79,196.37,109.535,146.175,107.29,99.725,94.55,136.6,83.93,114.41,117.0,270.77,119.86,118.105,82.69,79.4,32.18,38.545,52.56,51.6,56.34,48.82
2020-03-09 11:10,267.64,174.75,213.16,155.525,154.34,190.41,175.95,155.585,237.37,198.15,109.55,146.61,107.48,100.1,94.88,137.19,84.38,114.97,117.14,272.27,120.385,119.01,82.31,79.405,32.23,38.815,52.7,51.895,56.41,49.0
2020-03-09 11:15,271.14,175.92,214.52,156.86,154.71,191.53,176.8,155.85,238.565,198.99,110.25,147.26,107.66,100.61,94.95,138.03,84.87,115.69,118.18,274.61,121.0,119.25,82.07,79.785,32.26,39.01,53.125,52.03,56.815,49.37
2020-03-09 11:20,272.09,176.43,214.6,156.57,154.88,191.755,176.9,155.11,237.91,198.98,110.17,147.015,107.55,100.92,95.43,138.36,84.87,116.14,118.2,274.43,121.0,119.25,82.23,79.875,32.485,38.96,53.165,52.03,56.82,49.38
2020-03-09 11:25,272.68,176.725,214.695,155.54,154.69,191.58,176.73,155.15,236.845,199.25,109.88,146.78,107.27,100.53,95.31,138.5,84.85,116.485,118.435,273.19,121.28,119.39,82.52,79.67,32.37,39.05,53.04,52.03,56.58,49.46
2020-03-09 11:30,275.11,176.69,214.28,156.03,155.05,190.91,177.0,154.945,237.16,198.84,110.1,146.39,106.59,100.46,95.22,138.22,84.93,116.64,118.39,273.51,121.175,119.125,82.815,79.7,32.42,39.07,53.025,52.1,56.97,49.45
2020-03-09 11:35,279.14,177.475,214.405,156.2,155.46,190.895,177.59,155.9,239.285,200.86,110.61,147.3,107.08,100.75,95.995,139.1,85.315,117.385,118.88,275.52,121.66,119.985,83.255,80.125,32.49,39.26,53.23,52.36,57.34,50.0
2020-03-09 11:40,279.04,177.315,215.005,156.91,155.43,191.71,178.925,156.33,240.31,201.34,110.52,147.44,107.46,101.05,96.145,138.98,85.31,117.355,119.17,276.27,121.92,120.51,83.025,80.44,32.525,39.37,53.455,52.55,57.26,50.43
2020-03-09 11:45,278.41,177.69,215.91,157.33,156.26,192.1,179.18,156.83,240.3,202.11,110.69,148.09,107.98,101.195,96.16,139.37,85.835,117.99,119.885,277.33,122.22,120.375,82.75,80.495,32.665,39.415,53.515,52.565,57.245,50.64
2020-03-09 11:50,279.33,177.385,215.035,156.64,156.16,191.13,178.81,156.24,239.36,202.0,110.915,148.14,108.115,101.01,96.225,138.995,85.62,117.56,119.3,276.18,121.91,119.87,82.86,80.32,32.805,39.26,53.27,52.455,57.01,50.47
2020-03-09 11:55,279.46,177.35,214.1,156.63,155.94,191.0,178.81,156.05,239.21,202.385,110.78,147.955,107.695,100.92,96.33,138.61,85.69,117.41,119.0,276.09,121.81,119.55,82.63,80.205,32.555,39.14,53.13,52.505,56.845,50.41
2020-03-09 12:00,277.89,176.815,213.22,156.0,155.985,189.45,177.935,155.21,238.215,201.19,110.44,147.43,107.7,100.35,95.92,138.37,85.6,116.75,118.94,274.91,121.42,118.61,82.31,79.99,32.415,39.09,52.9,52.405,56.69,50.02
2020-03-09 12:05,279.89,177.285,214.405,157.11,157.55,190.43,179.27,156.33,238.655,203.08,110.595,148.25,108.07,100.93,96.795,139.02,86.58,117.38,119.375,277.37,121.91,119.63,83.39,80.26,32.47,39.485,53.205,52.66,57.22,50.62
2020-03-09 12:10,280.46,177.57,213.205,156.54,156.445,190.13,178.66,155.525,237.655,203.12,110.26,147.71,108.01,100.725,96.955,139.04,86.235,116.98,119.26,276.74,121.185,119.49,83.14,80.07,32.19,39.365,53.16,52.47,56.99,50.455
2020-03-09 12:15,278.98,177.52,213.35,156.17,156.05,189.84,178.14,154.705,237.205,202.65,109.94,147.155,107.56,100.41,96.91,138.2,86.0,116.77,119.08,275.32,120.77,119.24,83.59,80.05,32.09,39.26,53.025,52.385,56.835,50.19
2020-03-09 12:20,278.1,177.255,213.57,156.37,155.93,189.58,178.66,154.46,237.19,202.29,109.68,146.925,107.105,100.7,96.99,138.275,85.64,116.525,119.04,274.81,120.48,119.36,83.11,80.11,32.015,39.165,53.04,52.275,56.815,50.06
2020-03-09 12:25,275.845,176.035,212.96,155.735,155.37,188.85,178.06,153.9,235.005,202.0,109.21,146.39,107.04,100.21,96.005,137.76,85.59,116.08,119.06,274.38,120.295,119.34,82.235,80.01,31.87,38.975,52.915,52.145,56.4,49.92
2020-03-09 12:30,276.04,175.545,212.4,155.74,155.205,188.265,177.87,153.475,233.615,201.82,108.79,145.77,106.91,100.185,95.835,137.47,85.305,115.77,118.585,273.72,119.97,118.9,82.375,79.62,31.765,38.735,52.715,51.86,56.185,49.74
2020-03-09 12:35,275.51,175.56,212.525,155.73,155.35,188.3,177.59,153.68,234.19,201.595,108.68,145.77,107.085,100.13,95.91,137.48,85.48,115.475,118.56,275.34,120.02,118.84,82.58,79.525,31.71,38.615,52.735,52.03,56.32,49.62
2020-03-09 12:40,274.93,175.02,211.49,154.76,154.7,187.255,176.83,152.755,232.745,200.97,108.17,145.155,107.03,99.73,95.6,137.165,84.965,115.02,117.8,274.29,119.645,118.18,82.335,78.98,31.54,38.425,52.52,51.745,56.09,49.35
2020-03-09 12:45,274.675,174.155,211.665,154.57,154.04,187.375,176.36,152.485,233.385,201.045,108.035,145.21,106.99,99.81,95.54,137.03,84.48,114.98,117.77,274.2,119.63,118.27,82.12,78.835,31.58,38.31,52.54,51.795,56.17,49.33
2020-03-09 12:50,274.995,174.24,212.07,154.72,154.01,188.17,176.62,152.95,233.57,201.455,107.77,145.19,106.97,99.57,95.695,137.35,84.92,115.28,118.35,274.64,119.8,118.595,82.225,79.24,31.51,38.29,52.705,51.885,56.3,49.47
2020-03-09 12:55,274.925,174.055,211.75,154.62,153.91,187.72,176.59,153.08,233.645,201.03,107.7,145.475,107.01,99.43,95.185,137.41,84.99,115.14,118.14,274.845,119.755,118.83,82.015,79.16,31.435,38.29,52.69,51.83,56.32,49.23
2020-03-09 13:00,274.8,173.64,211.79,155.02,154.25,187.58,176.5,153.32,234.45,201.54,107.79,145.58,107.39,99.82,95.2,137.465,84.96,115.43,118.12,274.61,119.93,118.47,81.955,79.22,31.465,38.215,52.68,51.69,56.385,49.22
2020-03-09 13:05,274.54,173.47,211.75,154.47,153.765,187.515,176.37,152.95,233.84,201.43,107.53,145.31,107.325,99.945,95.205,137.47,84.62,115.62,118.06,274.635,119.98,118.43,81.74,79.3,31.445,38.24,52.64,51.7,56.375,49.175
2020-03-09 13:10,275.29,173.66,212.115,155.16,154.4,188.12,176.94,153.62,234.07,202.05,107.65,146.08,107.78,100.175,95.52,137.98,84.9,115.725,118.55,275.83,120.31,118.7,82.135,79.56,31.54,38.43,52.79,51.8,56.565,49.34
2020-03-09 13:15,274.55,173.565,211.45,154.74,154.115,187.39,176.91,152.8,233.25,200.99,107.16,145.46,107.695,100.15,95.39,137.51,84.72,115.905,118.22,274.83,120.31,118.55,81.95,79.31,31.47,38.26,52.6,51.565,56.425,49.08
2020-03-09 13:20,274.54,173.27,211.21,154.7,153.93,187.35,176.915,152.3,233.26,200.5,106.69,145.27,107.52,99.99,95.255,137.4,84.64,115.815,118.06,274.0,120.01,119.09,81.45,79.24,31.475,38.225,52.52,51.52,56.305,49.01
2020-03-09 13:25,273.48,172.94,211.11,154.29,153.84,187.11,176.7,151.92,232.66,200.02,106.39,145.28,107.29,99.735,95.06,136.9,84.25,115.775,117.76,273.41,119.85,118.685,81.215,79.25,31.43,38.215,52.475,51.31,56.13,48.85
2020-03-09 13:30,273.43,172.35,210.11,153.68,153.36,186.44,175.78,151.27,231.645,199.56,106.415,145.19,106.63,99.24,94.54,136.58,83.86,115.57,117.3,272.46,119.39,118.13,81.155,78.88,31.21,38.055,52.24,51.16,55.79,48.54
2020-03-09 13:35,272.44,172.205,209.825,153.11,153.0,186.25,175.62,151.28,231.45,199.24,105.91,145.135,106.63,99.1,94.44,136.495,83.815,115.39,116.94,271.99,119.08,117.48,81.135,78.71,31.15,37.935,52.16,51.04,55.575,48.54
2020-03-09 13:40,271.14,172.11,209.39,152.47,152.85,185.97,175.49,151.01,230.0,199.24,105.985,144.69,106.15,99.25,94.225,136.18,83.62,114.87,116.645,271.02,118.84,117.29,81.005,78.68,31.04,37.84,51.94,50.745,55.57,48.27
2020-03-09 13:45,272.2,172.5,210.68,153.21,153.065,186.67,175.625,151.52,230.91,198.78,106.23,145.13,106.505,99.35,94.34,136.535,83.99,115.275,117.05,272.47,118.995,117.875,81.24,78.9,30.95,37.955,52.155,50.925,55.6,48.43
2020-03-09 13:50,271.065,171.42,209.785,152.205,152.375,185.63,174.58,150.86,230.085,198.14,105.65,144.6,105.95,99.08,94.09,135.805,83.425,114.705,116.45,271.15,118.38,117.5,80.995,78.505,30.795,37.7,51.81,50.47,55.4,48.245
2020-03-09 13:55,272.04,171.22,209.99,152.54,152.455,185.83,174.61,150.96,230.15,198.27,105.43,144.54,106.05,99.0,94.05,135.995,83.525,114.59,116.425,270.61,118.52,117.7,81.005,78.665,30.86,37.865,51.89,50.35,55.47,48.245
2020-03-09 14:00,271.05,170.64,209.07,151.75,151.98,185.23,173.925,150.08,228.0,197.85,105.065,144.05,105.43,98.49,93.76,135.655,83.41,114.44,115.91,268.72,117.75,116.985,80.555,78.27,30.72,37.86,51.635,50.17,55.29,48.28
2020-03-09 14:05,270.875,170.57,209.64,151.895,151.89,185.1,173.89,150.31,228.095,198.895,104.635,143.63,105.445,98.005,93.765,135.27,83.16,114.185,115.8,268.53,117.54,117.145,80.54,78.42,30.84,37.86,51.67,50.29,55.31,48.34
2020-03-09 14:10,272.01,170.725,209.75,152.78,152.19,185.77,174.14,150.615,228.705,198.85,104.99,143.92,105.95,97.73,94.415,135.93,83.19,114.295,116.11,270.22,117.895,117.69,81.25,78.72,30.88,38.04,51.86,50.79,55.6,48.71
2020-03-09 14:15,272.89,171.68,210.99,153.47,152.67,186.33,175.145,152.245,229.27,201.19,105.395,144.87,106.16,98.11,94.975,136.375,83.85,114.875,116.83,271.1,118.585,118.155,81.395,78.89,30.985,38.195,52.09,50.995,55.785,48.91
2020-03-09 14:20,271.92,171.555,210.33,152.94,152.55,186.57,174.84,152.195,229.645,200.37,105.145,144.95,105.93,98.015,94.62,136.195,83.71,114.605,116.84,270.64,118.48,117.92,81.69,78.94,31.095,38.065,52.17,50.905,55.72,48.8
2020-03-09 14:25,270.855,171.33,209.03,152.16,151.54,186.225,173.84,151.44,228.77,200.02,104.77,144.3,105.535,97.63,94.015,135.66,83.445,113.985,116.24,269.13,118.08,117.555,81.38,78.84,30.77,37.905,51.975,50.765,55.42,48.42
2020-03-09 14:30,271.07,170.51,208.92,152.1,151.69,185.53,173.46,151.41,227.67,199.435,104.68,144.07,105.195,97.66,93.72,135.485,83.56,113.68,115.9,269.54,117.81,117.68,81.09,78.67,30.79,37.94,51.945,50.7,55.235,48.34
2020-03-09 14:35,271.98,170.9,209.05,152.68,152.23,185.89,174.07,151.66,227.05,199.92,104.795,144.4,105.66,97.75,93.49,135.81,83.585,113.98,116.11,269.92,117.83,117.97,81.61,78.67,30.86,37.915,52.03,50.77,55.53,48.435
2020-03-09 14:40,270.25,170.695,207.85,151.495,150.825,184.25,172.5,150.965,225.55,198.205,104.29,143.79,105.25,97.07,93.015,135.095,82.995,113.395,115.445,268.2,117.42,117.28,81.57,78.21,31.01,37.725,51.575,50.56,55.09,48.385
2020-03-09 14:45,271.2,170.32,207.97,152.01,151.02,184.47,173.08,151.55,226.015,198.56,104.42,144.33,105.33,97.31,93.455,135.215,83.465,113.87,115.55,268.77,117.845,117.0,82.23,78.45,31.025,37.85,51.73,50.755,55.395,48.56
2020-03-09 14:50,273.46,172.035,209.205,153.465,151.94,186.17,174.645,152.755,228.215,200.35,105.38,144.94,106.09,97.92,94.22,136.23,84.095,114.64,116.7,270.875,118.805,117.85,83.15,78.94,31.28,38.115,52.21,51.32,55.655,48.98
2020-03-09 14:55,274.04,171.84,209.96,153.505,152.43,186.02,174.53,153.005,228.96,200.255,105.56,145.66,106.24,98.215,94.04,136.15,84.21,115.03,116.26,270.13,119.04,118.115,83.07,78.965,31.36,38.15,52.09,51.51,55.54,49.035
2020-03-09 15:00,275.28,172.47,210.23,153.79,152.525,186.765,175.34,153.45,229.7,201.16,105.91,145.65,106.24,98.77,94.125,136.655,84.425,115.5,116.91,271.31,119.49,118.05,83.095,79.195,31.375,38.35,52.31,51.635,55.855,49.245
2020-03-09 15:05,275.06,172.625,209.96,153.33,151.98,186.035,174.625,152.49,228.875,200.31,105.66,145.15,106.01,98.57,94.02,136.205,84.51,115.26,116.43,270.39,119.04,117.66,82.395,79.0,31.195,38.295,52.185,51.385,55.825,49.275
2020-03-09 15:10,273.54,171.86,209.255,152.61,151.55,185.66,173.795,152.215,228.545,199.21,105.165,145.0,105.75,98.22,93.605,135.385,84.17,115.12,115.94,269.5,118.725,117.5,82.445,78.8,31.06,38.155,51.92,51.19,55.63,49.16
2020-03-09 15:15,274.995,172.45,209.875,153.1,151.82,186.295,174.23,152.29,228.92,200.27,105.365,145.095,106.14,98.705,93.95,135.81,84.62,115.325,116.265,269.97,119.04,117.675,82.265,79.15,30.93,38.205,52.045,51.32,55.82,49.08
2020-03-09 15:20,275.5,173.44,210.64,154.04,152.9,186.62,174.815,153.41,229.805,200.35,106.295,145.405,106.58,98.99,94.52,136.54,84.62,116.025,116.8,272.13,119.38,118.055,82.735,79.23,31.15,38.485,52.275,51.565,56.2,49.32
2020-03-09 15:25,276.115,173.46,211.6,153.805,152.685,186.885,174.32,153.55,231.18,200.805,106.29,145.345,106.57,99.25,94.32,136.625,84.915,116.27,116.845,272.18,119.72,117.85,83.255,79.27,31.05,38.45,52.15,51.7,56.325,49.335
2020-03-09 15:30,275.46,172.85,210.19,153.37,152.23,186.45,173.9,153.355,230.585,199.9,105.705,145.33,106.115,99.13,94.025,136.51,84.615,116.435,116.34,271.19,119.335,117.595,82.77,78.995,30.875,38.5,52.025,51.495,55.93,49.255
2020-03-09 15:35,277.15,174.17,212.19,154.54,153.065,187.74,174.57,153.895,231.02,201.3,105.86,146.235,106.25,99.555,94.575,137.3,85.11,117.765,117.46,272.89,120.07,118.325,83.135,79.505,31.035,38.715,52.56,51.89,56.38,49.375
2020-03-09 15:40,276.99,173.98,211.51,154.465,153.2,187.79,175.23,154.68,230.65,200.86,105.505,145.96,106.32,99.7,94.26,137.5,85.31,117.97,117.375,272.925,119.755,118.455,82.675,79.5,30.955,38.615,52.61,51.785,56.36,49.11
2020-03-09 15:45,276.45,174.39,212.1,154.19,153.205,188.155,174.86,154.43,230.815,201.67,105.31,145.99,106.37,99.97,94.46,137.62,85.33,118.18,117.395,272.78,119.65,118.275,82.245,79.75,30.96,38.63,52.52,51.71,56.355,49.16
2020-03-09 15:50,276.76,174.37,211.505,153.33,152.57,187.91,173.895,153.99,229.81,200.51,105.11,145.61,105.71,99.28,94.27,138.015,84.99,117.82,117.295,272.36,119.06,118.26,81.3,79.94,30.83,38.44,52.41,51.55,56.47,48.945
2020-03-09 15:55,272.87,172.775,210.25,150.74,151.38,186.74,170.81,153.18,227.34,198.43,104.175,144.19,104.33,98.34,93.28,136.33,84.07,116.3,116.04,266.35,117.66,117.35,80.655,79.05,30.6,37.945,51.87,50.825,55.85,48.585
2020-03-10 09:30,282.17,184.545,217.95,157.105,155.74,193.22,179.12,156.605,236.635,202.595,107.78,149.72,108.79,102.485,97.94,141.19,86.86,118.76,119.24,278.79,121.395,118.785,85.51,80.42,30.6,39.3,53.23,52.875,56.235,50.39
2020-03-10 09:35,282.36,183.39,217.415,156.045,154.78,194.18,177.3,156.435,233.335,203.11,106.54,149.64,108.035,101.58,96.72,141.3,86.33,118.4,119.73,275.79,120.68,119.46,85.155,80.32,30.6,39.09,53.215,52.44,56.095,50.07
2020-03-10 09:40,282.37,180.77,214.71,156.19,155.235,192.6,176.42,156.32,229.25,202.915,105.77,150.125,107.18,101.125,95.73,139.99,86.04,117.745,119.11,277.34,120.08,118.925,84.52,80.25,30.6,39.01,52.915,52.29,55.62,49.65
2020-03-10 09:45,283.11,179.87,214.46,156.415,155.44,192.67,176.34,155.7,228.92,202.7,105.12,150.08,107.29,101.615,96.565,139.97,86.18,117.4,119.375,276.78,119.92,119.23,84.635,80.32,30.6,38.96,52.72,52.015,55.49,49.805
2020-03-10 09:50,282.5,181.3,214.32,156.53,155.82,193.17,176.84,155.81,231.255,202.95,105.23,150.415,108.05,102.38,97.02,139.34,86.22,117.62,119.26,278.7,119.72,119.36,84.75,80.05,30.6,39.09,52.79,51.955,55.53,49.88
2020-03-10 09:55,282.175,181.42,214.43,156.73,155.76,193.2,176.55,156.35,231.54,203.37,105.1,150.79,108.44,102.77,97.03,139.01,86.13,117.47,118.89,279.19,119.92,119.185,84.58,79.995,30.6,39.13,52.7,51.865,55.44,50.045
2020-03-10 10:00,282.71,182.205,215.445,157.82,156.55,193.76,177.31,156.915,230.51,203.1,105.11,150.04,107.555,102.67,97.64,138.885,86.26,117.84,119.195,280.3,120.115,120.02,85.03,80.055,30.6,39.085,52.89,52.06,55.4,49.95
2020-03-10 10:05,282.185,182.75,216.28,158.2,156.7,193.525,177.5,157.415,230.09,203.46,105.13,150.48,107.98,102.52,98.11,138.46,86.685,117.955,119.64,280.285,120.25,120.345,85.52,80.22,30.6,39.17,52.895,52.39,55.48,49.905
2020-03-10 10:10,282.215,182.29,216.66,158.88,157.58,193.93,178.35,157.93,230.735,203.87,105.04,151.14,107.615,102.785,97.975,138.3,86.855,118.075,119.845,281.63,119.925,120.425,85.635,80.34,30.6,39.135,53.19,52.45,55.73,49.715
2020-03-10 10:15,281.29,182.095,216.19,158.35,157.5,193.545,178.36,157.85,230.975,203.15,104.69,150.575,107.41,102.16,97.635,137.98,86.5,118.0,119.7,280.59,120.16,120.32,85.345,80.26,30.6,39.12,53.18,52.535,55.465,49.455
2020-03-10 10:20,280.22,182.345,216.45,158.2,157.27,193.34,178.31,157.36,229.8,202.59,104.175,149.925,107.54,101.91,97.775,137.76,86.425,117.83,118.98,280.33,120.075,120.27,85.4,80.145,30.6,39.23,52.93,52.75,55.31,49.245
2020-03-10 10:25,277.34,182.44,215.515,157.92,156.685,192.19,177.93,156.63,228.16,201.11,103.62,148.795,107.28,101.285,97.43,137.16,85.95,117.5,118.19,279.515,119.14,119.445,85.02,79.77,30.6,39.145,52.67,52.55,54.925,48.815
2020-03-10 10:30,277.87,182.135,214.75,158.0,156.64,191.39,177.29,156.05,226.7,200.955,103.24,148.0,106.985,101.24,97.345,136.7,85.9,116.66,117.45,279.465,119.08,118.8,85.33,79.53,30.6,39.21,52.45,52.28,54.61,48.545
2020-03-10 10:35,277.905,182.47,215.06,157.85,156.7,191.84,176.675,155.995,226.6,200.41,102.32,148.1,106.525,101.31,97.04,136.93,85.675,116.355,117.375,278.565,118.84,118.67,84.865,79.67,30.6,39.095,52.31,52.13,54.555,48.485
2020-03-10 10:40,277.25,182.395,215.23,156.975,156.56,191.415,176.48,156.13,226.66,200.36,102.3,148.23,106.55,101.415,96.73,136.88,85.64,116.125,117.305,277.76,118.67,118.35,84.255,79.61,30.6,38.97,52.3,51.905,54.22,48.4
2020-03-10 10:45,277.285,182.0,214.105,155.59,155.88,191.34,175.875,155.92,224.75,199.255,102.12,147.655,105.86,101.01,96.26,136.325,85.16,116.01,116.95,275.615,118.13,117.86,83.84,79.28,30.6,38.74,52.155,51.78,54.155,48.02
2020-03-10 10:50,276.405,180.69,213.86,155.215,155.61,189.92,175.09,156.055,223.12,198.36,101.63,147.17,105.83,100.68,96.005,135.79,84.845,115.58,116.255,275.38,117.67,117.47,83.245,78.94,30.6,38.57,52.08,51.54,53.95,47.86
2020-03-10 10:55,276.74,179.455,214.75,154.795,155.12,190.125,175.175,155.81,222.92,198.64,101.7,147.2,105.345,100.13,95.55,135.815,84.94,115.26,116.42,275.215,117.59,117.62,83.005,78.98,30.6,38.595,51.875,51.41,54.16,48.01
2020-03-10 11:00,276.81,179.42,214.255,154.9,155.08,190.39,175.53,156.01,222.74,198.765,102.03,147.48,105.49,99.18,95.38,136.0,85.24,115.09,116.735,275.33,117.77,117.83,83.35,79.2,30.6,38.63,52.045,51.67,54.445,48.255
2020-03-10 11:05,279.91,179.74,215.57,156.03,156.005,191.23,175.89,156.325,225.4,199.83,102.765,148.12,105.875,99.41,96.25,136.68,85.31,115.545,117.195,277.03,118.24,118.32,83.165,79.395,30.6,38.825,52.19,51.795,54.745,48.39
2020-03-10 11:10,277.38,178.9,213.97,154.87,154.735,190.585,174.65,155.1,222.3,198.7,101.87,147.84,105.23,98.765,96.105,135.83,84.705,115.2,116.36,275.06,117.54,117.91,82.405,78.985,30.6,38.535,51.93,51.415,54.655,48.0
2020-03-10 11:15,276.33,177.92,213.99,154.27,154.52,190.27,174.37,155.29,221.53,197.64,101.16,147.09,105.045,98.795,95.685,135.71,84.335,114.725,116.24,273.7,117.12,117.72,81.77,78.735,30.6,38.365,51.89,51.2,54.775,47.66
2020-03-10 11:20,276.28,176.94,212.33,153.54,153.19,189.88,173.01,155.05,220.065,197.11,100.59,146.52,104.455,98.31,95.455,134.86,83.92,114.3,115.45,272.05,116.89,117.0,81.35,78.445,30.6,38.16,51.565,51.03,54.53,47.59
2020-03-10 11:25,274.88,175.88,212.04,153.12,152.23,188.89,172.79,154.27,219.27,196.155,100.035,145.93,103.995,98.085,95.06,134.66,83.66,114.04,115.53,272.27,116.7,116.25,81.56,78.07,30.6,38.035,51.31,50.705,54.355,47.18
2020-03-10 11:30,273.98,175.715,211.57,153.09,152.02,188.705,172.875,154.355,219.205,195.915,99.49,145.515,103.595,98.39,95.195,134.755,83.55,114.0,115.39,271.53,116.39,116.12,81.39,77.86,30.6,38.01,51.49,50.765,54.4,47.215
2020-03-10 11:35,274.43,174.145,212.085,153.56,151.0,188.93,172.96,154.125,218.075,195.61,99.47,145.65,103.065,98.44,95.02,134.775,83.44,114.25,115.12,271.025,116.41,116.03,81.5,78.22,30.6,38.07,51.605,50.64,54.61,47.265
2020-03-10 11:40,277.835,174.395,213.49,154.78,153.03,189.835,174.325,155.11,219.74,196.65,100.1,146.3,104.16,98.875,95.51,135.47,83.46,114.87,115.6,272.83,116.545,116.63,81.91,78.61,30.6,38.235,51.8,51.01,54.75,47.29
2020-03-10 11:45,279.2,175.15,214.58,154.69,153.5,190.66,174.78,155.67,219.43,197.525,100.51,146.15,104.82,99.03,96.145,135.98,83.99,115.1,115.96,273.0,117.125,116.89,82.16,78.81,30.6,38.265,51.97,51.01,54.74,47.445
