date,XA,XB,XC,XD,XE,XF,XG,XH,XJ,XK,XL,XM,XN,XP,XQ,XR,XS,XT,XU,XV,XW,XY,XZ,ZA,ZB,ZC,ZD,ZE,ZF,ZG
2021-01-29 11:45,333.905,274.41,273.365,234.44,226.86,208.13,196.02,197.99,196.78,243.86,183.69,176.875,167.98,117.98,129.71,162.69,133.605,136.73,128.51,132.83,120.385,141.5,85.95,77.315,52.7,44.985,48.44,56.695,54.835,50.59
2021-01-29 11:50,334.16,274.255,273.3,234.28,226.685,207.655,195.79,197.28,196.545,243.13,183.27,176.615,167.66,118.01,129.46,162.57,133.27,136.55,128.37,132.355,120.09,141.3,85.92,77.215,52.735,44.99,48.435,56.575,54.785,50.62
2021-01-29 11:55,334.17,275.27,273.96,234.92,227.18,207.16,195.94,197.995,197.02,243.21,183.365,176.68,168.38,118.2,129.83,162.595,133.46,137.01,128.28,132.99,120.18,141.4,86.04,77.21,52.84,45.115,48.455,56.665,54.765,50.65
2021-01-29 12:00,334.34,274.91,274.44,235.05,227.1,207.65,196.2,197.54,197.145,243.425,183.61,176.655,168.355,118.12,129.74,162.55,133.475,137.09,128.39,133.155,120.285,141.64,85.865,77.055,52.76,45.135,48.505,56.575,54.825,50.74
2021-01-29 12:05,333.73,274.86,274.035,234.77,226.55,207.59,196.16,197.355,196.57,243.38,183.32,176.525,168.17,117.95,129.695,162.67,133.43,136.905,128.33,133.01,120.45,141.52,85.77,77.11,52.82,45.07,48.525,56.585,54.785,50.66
2021-01-29 12:10,332.715,274.77,273.07,234.39,226.075,207.34,195.8,196.9,196.2,242.995,183.32,176.23,167.95,117.96,129.57,162.56,133.085,136.97,128.305,132.83,120.22,141.375,85.7,77.03,52.82,45.045,48.435,56.505,54.8,50.63
2021-01-29 12:15,332.645,274.305,272.635,233.905,225.315,207.09,194.62,196.4,195.43,242.275,183.245,175.87,167.02,117.56,129.21,162.56,132.975,136.68,128.16,131.785,120.035,141.38,85.53,76.985,52.78,44.965,48.35,56.23,54.75,50.57
2021-01-29 12:20,332.43,274.12,272.125,233.625,224.74,206.81,193.78,196.305,194.94,241.95,183.02,175.715,166.79,117.58,129.03,162.28,132.99,136.665,128.13,131.67,120.005,141.33,85.405,76.9,52.725,44.875,48.295,56.105,54.715,50.425
2021-01-29 12:25,332.57,273.88,272.245,233.535,224.59,206.975,193.98,196.27,195.175,242.345,182.675,175.76,166.695,117.675,128.96,162.08,133.115,136.61,128.39,131.95,119.935,141.265,85.465,76.925,52.655,44.87,48.335,56.055,54.69,50.32
2021-01-29 12:30,332.02,273.17,271.78,233.16,224.385,207.06,194.0,196.03,194.38,242.26,182.29,175.635,166.71,117.51,128.76,161.54,132.98,136.585,128.41,131.56,119.935,141.43,85.405,76.935,52.635,44.885,48.325,56.075,54.68,50.27
2021-01-29 12:35,332.19,273.03,271.89,232.84,223.93,207.49,194.01,195.88,194.11,241.51,181.605,175.495,166.77,117.42,128.77,161.33,133.055,136.63,128.575,130.925,119.79,141.515,85.19,76.905,52.59,44.775,48.315,55.91,54.675,50.1
2021-01-29 12:40,332.57,272.35,271.805,232.7,223.91,207.83,194.08,196.53,194.05,241.935,181.645,175.535,166.51,117.125,128.72,161.445,133.03,136.935,128.725,130.955,119.85,141.47,85.265,76.955,52.67,44.855,48.35,56.0,54.825,50.075
2021-01-29 12:45,331.48,271.17,270.69,232.07,223.11,207.57,193.14,196.12,193.25,241.495,180.99,175.1,166.015,116.055,128.19,160.885,132.84,136.27,128.53,130.26,119.53,141.4,84.96,76.835,52.435,44.7,48.26,55.815,54.81,49.895
2021-01-29 12:50,332.75,272.93,271.63,232.535,224.345,207.86,194.185,196.75,195.48,242.265,182.12,175.325,167.1,116.35,128.695,161.25,133.45,136.62,128.635,131.17,120.13,141.52,85.57,76.99,52.66,44.83,48.31,55.975,54.735,50.05
2021-01-29 12:55,331.96,273.4,271.12,232.345,223.6,207.27,193.54,196.26,194.98,241.4,181.69,175.12,166.46,116.18,128.415,161.43,133.17,136.54,128.53,130.58,119.88,141.38,85.3,76.85,52.52,44.71,48.23,55.775,54.69,50.18
2021-01-29 13:00,331.675,272.96,271.42,232.37,223.885,207.27,193.915,196.48,195.065,241.65,181.71,175.25,167.04,116.82,128.63,160.89,133.37,136.65,128.59,130.875,119.93,141.25,85.27,76.76,52.57,44.685,48.26,55.875,54.705,50.33
2021-01-29 13:05,331.205,272.55,271.055,232.165,224.06,207.01,194.205,196.12,195.055,241.07,181.42,175.075,167.02,116.65,128.55,160.76,133.285,136.51,128.655,131.465,120.0,141.24,85.19,76.6,52.45,44.715,48.245,55.885,54.685,50.215
2021-01-29 13:10,331.5,271.77,270.99,232.0,223.85,206.89,193.605,195.85,194.15,240.87,181.21,175.135,166.87,116.68,128.485,161.18,133.105,136.45,128.57,131.135,119.89,141.165,85.16,76.58,52.46,44.705,48.205,55.785,54.655,50.35
2021-01-29 13:15,331.65,270.89,270.24,231.515,223.72,206.93,193.15,195.995,193.88,240.48,181.08,175.22,165.865,116.25,128.38,160.745,133.14,136.03,128.56,130.63,119.6,140.97,84.98,76.425,52.27,44.625,48.165,55.695,54.645,50.24
2021-01-29 13:20,332.75,271.21,271.0,232.26,224.37,207.25,193.07,195.995,194.095,240.46,181.24,175.59,166.85,116.585,128.615,161.19,133.525,136.465,128.65,131.23,119.85,140.98,85.02,76.54,52.47,44.645,48.195,55.835,54.675,50.16
2021-01-29 13:25,333.85,272.49,271.77,233.3,225.185,207.375,193.44,196.56,195.16,241.4,181.97,176.015,167.59,116.99,128.825,162.09,133.91,136.56,128.78,132.05,120.09,141.2,85.375,76.76,52.665,44.855,48.315,56.005,54.91,50.325
2021-01-29 13:30,333.57,271.55,271.76,233.08,224.75,207.255,193.92,196.43,194.91,241.26,182.04,175.99,167.45,116.68,128.68,161.98,133.89,136.38,128.865,131.83,120.115,141.03,85.325,76.795,52.6,44.83,48.29,56.06,54.815,50.28
2021-01-29 13:35,333.51,271.53,272.0,233.37,224.92,207.0,194.06,196.56,194.81,241.31,182.25,175.925,167.66,116.495,128.44,162.155,134.125,136.42,128.815,132.41,120.17,141.135,85.4,76.84,52.61,44.785,48.29,56.06,54.865,50.27
2021-01-29 13:40,333.225,271.46,272.12,233.38,224.97,207.315,193.88,196.38,195.21,241.41,181.94,176.06,167.645,116.585,128.555,162.17,134.115,136.17,128.925,132.545,120.115,141.175,85.55,76.91,52.57,44.795,48.385,56.055,54.855,50.4
2021-01-29 13:45,332.92,271.19,271.455,233.18,224.32,206.95,193.52,195.74,194.58,240.86,181.98,176.095,167.08,116.38,128.27,161.92,133.76,136.285,128.76,132.03,119.87,140.96,85.36,76.765,52.43,44.715,48.26,55.77,54.795,50.285
2021-01-29 13:50,332.96,271.265,271.45,232.985,224.135,207.04,193.46,195.82,194.61,240.715,181.825,176.06,167.18,116.56,128.47,161.98,133.67,136.19,128.665,131.78,119.56,141.1,85.4,76.86,52.48,44.685,48.28,55.745,54.775,50.415
2021-01-29 13:55,332.94,270.96,271.135,232.955,224.43,206.92,193.76,195.58,194.3,240.6,181.63,175.755,167.22,116.47,128.41,162.61,133.685,136.125,128.6,131.605,119.52,140.97,85.17,77.0,52.225,44.685,48.265,55.715,54.785,50.27
2021-01-29 14:00,333.8,272.78,271.87,233.65,225.11,207.41,194.56,196.165,195.195,242.25,181.84,176.465,168.02,116.96,129.03,163.09,134.12,136.6,128.81,132.075,119.88,141.09,85.24,77.22,52.5,44.815,48.38,55.965,54.935,50.48
2021-01-29 14:05,333.83,273.02,272.215,233.81,225.68,207.6,194.88,196.51,195.2,241.96,182.18,176.725,168.595,117.16,129.3,162.93,134.37,136.61,128.67,132.5,120.02,141.175,85.345,77.26,52.525,44.905,48.435,55.985,55.005,50.395
2021-01-29 14:10,333.75,272.84,272.11,233.805,225.71,207.52,194.88,196.71,194.82,241.62,182.235,176.8,168.44,117.3,129.385,162.935,134.45,136.66,128.7,132.185,120.01,141.16,85.25,77.245,52.42,44.87,48.4,55.885,55.025,50.36
2021-01-29 14:15,334.425,272.95,271.885,233.725,225.72,207.67,195.0,196.81,194.93,241.37,182.3,176.78,168.61,117.23,129.38,162.95,134.365,136.67,128.63,132.38,119.965,141.29,85.22,77.2,52.445,44.805,48.38,55.815,55.075,50.32
2021-01-29 14:20,334.19,272.68,271.85,233.535,225.71,207.525,194.73,196.845,194.62,241.51,182.22,176.68,168.65,116.93,129.39,163.04,134.29,136.56,128.59,132.21,119.79,141.175,85.21,77.345,52.39,44.81,48.395,55.72,55.085,50.26
2021-01-29 14:25,333.825,272.29,270.84,233.61,225.74,207.185,194.43,196.425,194.07,241.24,182.135,176.405,168.61,116.9,129.13,162.795,134.31,136.58,128.51,131.945,119.52,141.01,85.12,77.24,52.285,44.725,48.33,55.595,54.965,50.15
2021-01-29 14:30,333.855,271.925,270.62,232.805,224.945,207.41,194.26,195.59,193.81,240.995,181.86,175.965,167.66,116.56,128.9,162.575,133.925,136.585,128.55,131.475,119.46,141.02,85.115,77.26,52.15,44.6,48.26,55.54,55.005,50.16
2021-01-29 14:35,334.22,272.2,270.6,232.875,225.255,207.41,194.39,195.655,193.95,241.36,182.02,175.98,168.01,116.69,128.935,162.87,134.02,136.54,128.53,131.48,119.655,141.05,85.11,77.265,52.17,44.58,48.335,55.535,54.975,50.12
2021-01-29 14:40,334.36,272.31,270.72,232.85,225.435,207.615,194.4,195.5,193.95,241.36,182.44,175.92,168.12,116.8,129.03,162.945,134.01,136.82,128.555,131.505,119.775,141.11,85.23,77.275,52.21,44.635,48.355,55.515,55.035,50.1
2021-01-29 14:45,334.055,271.71,270.665,233.0,225.44,207.695,194.695,195.43,193.82,240.945,182.6,176.145,168.16,116.77,129.055,163.34,134.15,136.71,128.685,131.33,119.69,141.17,85.24,77.46,52.23,44.595,48.415,55.46,55.045,50.15
2021-01-29 14:50,333.97,272.05,270.33,233.27,225.625,207.96,194.79,195.355,193.98,241.04,182.71,176.12,168.21,116.93,129.06,163.055,134.22,136.85,128.59,131.66,119.635,141.11,85.325,77.37,52.145,44.61,48.425,55.445,55.06,50.135
2021-01-29 14:55,333.915,271.6,270.665,233.36,225.76,208.09,194.68,195.25,193.84,241.07,182.99,176.215,168.29,116.89,129.14,163.045,134.145,136.93,128.63,131.6,119.47,141.11,85.25,77.35,52.19,44.615,48.43,55.365,54.955,50.06
2021-01-29 15:00,334.83,272.445,271.595,234.61,226.435,208.555,195.29,195.81,194.78,241.91,183.7,176.73,168.98,117.28,129.615,163.78,134.68,136.92,129.05,132.47,119.95,141.475,85.49,77.59,52.335,44.775,48.545,55.585,55.115,50.155
2021-01-29 15:05,335.14,272.43,271.63,234.32,226.0,208.55,195.33,196.035,194.93,242.01,183.89,176.865,169.04,117.19,129.71,163.96,134.65,137.04,129.025,132.54,119.835,141.34,85.64,77.68,52.405,44.785,48.53,55.605,55.185,50.13
2021-01-29 15:10,335.205,272.75,271.83,234.55,226.25,208.365,194.97,195.945,194.98,242.505,184.05,176.855,169.11,117.23,129.795,164.15,134.83,137.04,129.08,132.76,119.99,141.45,85.7,77.675,52.48,44.83,48.515,55.705,55.165,50.335
2021-01-29 15:15,335.085,272.9,271.42,234.43,226.45,208.54,195.04,195.905,195.255,242.93,183.84,176.655,169.05,117.02,129.74,163.98,134.67,136.755,128.925,132.73,119.77,141.2,85.66,77.55,52.45,44.835,48.4,55.68,55.115,50.325
2021-01-29 15:20,335.44,273.42,271.675,234.51,226.37,209.19,194.67,196.165,195.135,243.18,183.98,176.76,169.3,117.145,129.84,163.52,134.825,136.85,128.99,133.005,120.02,141.24,85.685,77.465,52.51,44.865,48.435,55.685,55.065,50.535
2021-01-29 15:25,335.52,273.16,271.47,233.86,226.075,208.37,195.05,196.29,194.89,242.76,184.03,176.875,169.12,117.07,129.52,163.21,134.745,136.71,128.8,132.53,119.885,141.155,85.595,77.525,52.5,44.79,48.355,55.655,55.055,50.48
2021-01-29 15:30,336.26,273.52,271.67,234.03,226.41,208.51,195.7,196.56,194.915,243.51,184.405,177.265,169.25,117.25,129.765,163.76,134.82,136.755,128.89,133.42,119.895,141.17,85.715,77.57,52.54,44.825,48.38,55.715,55.005,50.45
2021-01-29 15:35,335.27,272.8,270.81,233.41,225.365,207.57,194.92,196.01,194.14,242.5,183.59,176.61,168.73,116.675,129.5,163.32,134.055,136.59,128.57,132.65,119.405,140.855,85.18,77.29,52.4,44.63,48.255,55.6,54.81,50.43
2021-01-29 15:40,334.42,272.16,270.55,233.125,225.42,207.51,194.77,195.815,194.1,241.735,183.11,176.215,168.49,116.69,129.19,163.01,133.97,136.54,128.485,132.765,119.115,140.85,85.105,77.225,52.29,44.605,48.235,55.645,54.81,50.325
2021-01-29 15:45,334.82,271.45,270.62,232.79,225.29,207.5,194.425,195.75,194.24,241.75,183.11,176.17,168.29,116.4,128.77,163.22,133.825,136.58,128.375,132.35,119.015,140.745,85.16,77.295,52.26,44.54,48.17,55.56,54.8,50.27
2021-01-29 15:50,336.05,271.97,271.715,233.09,226.37,208.68,194.845,196.225,194.81,242.19,183.8,176.47,168.965,116.64,129.065,163.835,134.43,137.01,128.56,132.59,119.36,140.955,85.47,77.475,52.215,44.725,48.345,55.725,54.885,50.37
2021-01-29 15:55,333.76,271.33,270.75,231.7,225.4,207.825,192.91,195.21,194.2,241.17,182.89,175.655,168.37,116.39,128.48,163.07,133.65,136.44,128.195,131.78,119.065,140.51,85.22,77.01,51.89,44.57,48.15,55.475,54.715,50.25
2021-04-30 09:30,399.785,350.05,325.21,250.49,232.77,234.77,234.21,222.885,234.89,235.65,225.59,198.61,183.99,153.52,153.71,164.105,133.25,155.9,133.12,132.67,142.83,139.61,104.585,74.095,63.18,50.955,54.14,57.63,57.26,52.9
2021-04-30 09:35,400.06,350.37,324.535,251.35,233.5,235.025,233.74,223.15,235.525,237.04,225.56,198.07,183.99,153.555,153.435,164.175,133.615,155.8,133.06,132.49,142.63,139.31,104.34,74.305,63.27,50.995,54.005,57.83,57.245,53.08
2021-04-30 09:40,401.29,350.415,324.555,250.38,233.87,235.85,233.49,222.9,234.83,237.69,225.18,197.85,184.02,153.16,153.695,164.24,133.425,155.8,132.86,132.01,142.35,139.45,104.575,74.39,63.32,50.885,54.08,57.705,57.24,53.17
2021-04-30 09:45,400.26,351.63,324.31,250.18,233.665,235.83,232.75,223.09,235.38,237.55,226.8,197.64,184.59,153.5,154.135,164.01,133.67,156.19,132.645,132.335,142.26,139.44,105.275,74.52,63.47,50.85,54.0,57.99,57.14,53.29
2021-04-30 09:50,399.99,351.94,324.01,250.29,233.5,235.67,232.74,223.1,236.105,237.77,227.8,197.635,184.78,153.745,154.35,164.06,133.63,156.365,132.69,132.32,142.27,139.43,105.0,74.745,63.67,50.825,54.02,58.04,57.175,53.29
2021-04-30 09:55,399.68,352.55,323.91,250.64,233.76,235.33,233.32,222.7,236.52,238.015,227.96,197.48,184.93,153.5,154.32,163.9,133.27,156.24,132.32,132.78,141.69,139.31,105.05,74.73,63.56,50.8,53.87,58.205,57.085,53.21
2021-04-30 10:00,399.51,351.88,323.7,251.04,233.65,235.4,233.455,222.8,236.1,238.195,228.13,197.32,185.41,153.57,154.26,163.64,133.235,156.285,132.63,132.56,141.37,139.43,104.95,74.69,63.615,50.805,53.86,58.02,57.09,53.18
2021-04-30 10:05,399.27,351.18,322.99,251.38,233.43,234.91,233.46,222.44,235.325,237.98,228.14,196.8,185.03,153.69,154.26,163.55,133.175,156.13,132.82,132.68,141.0,139.17,104.855,74.545,63.45,50.745,53.77,58.23,57.065,53.25
2021-04-30 10:10,399.04,350.15,322.73,251.315,233.115,234.56,233.42,222.235,235.09,237.205,228.2,196.73,185.08,153.4,154.14,163.305,132.99,156.2,132.7,132.59,140.985,139.24,104.82,74.37,63.295,50.725,53.74,58.285,57.055,53.13
2021-04-30 10:15,398.935,349.87,322.915,251.805,233.7,234.535,233.59,222.49,234.72,236.79,227.96,196.88,185.19,153.395,154.02,163.24,133.04,156.07,132.775,132.87,140.95,139.265,104.13,74.505,63.155,50.73,53.77,58.34,57.065,53.08
2021-04-30 10:20,398.67,349.66,322.85,252.265,234.17,234.395,233.99,222.67,234.4,236.96,227.9,196.86,184.79,153.235,153.895,163.485,132.93,156.035,132.9,133.06,140.96,139.265,104.005,74.635,63.07,50.755,53.78,58.34,57.05,52.98
2021-04-30 10:25,399.57,350.14,323.39,252.76,234.36,234.55,234.24,222.76,234.41,237.315,228.08,197.25,185.215,153.43,154.09,163.695,133.17,156.01,133.1,133.29,141.305,139.415,104.26,74.86,63.05,50.855,53.82,58.295,57.115,52.97
2021-04-30 10:30,399.11,349.0,323.59,252.64,234.01,234.38,233.88,222.68,234.145,237.505,228.11,197.175,185.33,153.155,153.805,163.69,133.27,155.54,133.43,133.28,140.895,139.54,103.9,74.86,63.095,50.83,53.85,58.32,57.195,52.97
2021-04-30 10:35,399.04,348.24,322.96,251.97,233.175,234.04,233.41,222.35,233.16,237.25,227.51,196.9,184.955,152.835,153.61,163.64,133.07,155.42,133.45,133.25,140.79,139.435,103.75,74.72,62.96,50.695,53.84,58.215,57.21,52.98
2021-04-30 10:40,399.21,348.26,322.885,252.24,233.23,234.52,233.35,222.515,233.44,237.35,228.11,197.125,184.635,152.865,153.54,163.71,133.105,155.34,133.435,133.49,140.73,139.405,103.93,74.76,62.895,50.69,53.83,58.285,57.245,53.01
2021-04-30 10:45,399.33,347.65,322.635,252.22,233.095,234.61,233.28,222.305,233.19,237.64,227.725,196.825,184.57,152.525,153.335,163.75,133.25,155.03,133.62,133.54,140.785,139.535,103.58,74.945,62.61,50.73,53.88,58.225,57.345,53.005
2021-04-30 10:50,399.35,347.77,322.7,251.96,232.42,234.83,233.0,222.39,233.07,237.61,227.66,196.895,184.45,152.75,153.485,163.655,133.3,155.23,133.505,133.395,140.755,139.69,103.71,74.845,62.63,50.72,53.93,58.165,57.415,53.065
2021-04-30 10:55,399.975,347.86,322.205,251.8,232.33,235.04,232.725,222.45,233.15,237.88,227.27,196.955,184.445,152.965,153.62,163.76,133.31,155.18,133.49,133.45,141.01,139.555,103.69,75.06,62.7,50.715,53.95,58.035,57.52,53.07
2021-04-30 11:00,399.61,347.39,322.475,251.59,232.35,235.18,233.125,222.19,233.075,237.42,226.56,196.92,184.545,153.04,153.61,163.67,133.03,155.27,133.4,133.28,141.04,139.5,103.66,74.93,62.46,50.71,53.95,58.045,57.46,53.055
2021-04-30 11:05,399.32,347.81,322.455,251.42,231.565,234.99,233.215,222.09,232.975,237.55,225.935,196.935,184.475,152.89,153.44,163.595,132.89,155.26,133.38,133.185,140.975,139.58,103.68,74.82,62.53,50.665,53.96,58.03,57.43,53.09
2021-04-30 11:10,399.645,348.29,322.32,251.515,231.77,234.865,233.195,222.0,233.08,238.265,225.76,197.01,184.53,153.045,153.46,163.595,132.91,155.35,133.26,133.215,141.14,139.58,103.67,74.79,62.565,50.69,53.895,58.04,57.465,53.11
2021-04-30 11:15,398.955,348.38,322.53,250.995,231.12,234.98,232.78,221.915,233.285,238.29,225.64,196.83,184.29,152.86,153.36,163.355,132.91,155.245,133.12,133.1,141.115,139.405,103.7,74.71,62.505,50.63,53.86,57.98,57.41,53.09
2021-04-30 11:20,399.39,348.42,322.79,251.06,230.91,235.17,233.06,222.08,233.515,238.26,225.94,196.92,184.29,153.025,153.375,163.52,132.92,155.37,133.14,133.1,141.21,139.57,103.68,74.84,62.6,50.64,53.895,57.985,57.39,53.155
2021-04-30 11:25,399.16,348.12,322.395,250.855,230.935,234.79,232.735,222.07,233.36,238.44,225.87,196.86,184.16,152.87,153.275,163.48,132.78,155.26,133.02,133.11,141.12,139.37,103.745,74.66,62.495,50.6,53.815,57.905,57.36,53.13
2021-04-30 11:30,398.96,348.65,322.96,251.145,231.445,234.765,232.785,221.84,233.505,238.53,225.89,196.615,184.28,152.78,153.215,163.46,132.935,155.18,132.96,133.08,140.875,139.35,103.72,74.74,62.42,50.58,53.79,57.965,57.275,53.03
2021-04-30 11:35,399.485,348.3,323.16,251.5,231.64,234.88,232.98,221.91,233.245,238.76,225.78,196.38,184.525,152.95,153.09,163.54,132.97,155.22,133.24,133.13,140.81,139.37,103.835,74.79,62.37,50.605,53.83,57.91,57.36,53.02
2021-04-30 11:40,399.65,348.3,323.115,251.45,231.28,234.88,233.005,222.145,233.13,238.56,225.665,196.41,184.54,152.91,153.15,163.47,133.08,155.28,133.25,133.115,140.92,139.53,103.86,74.665,62.4,50.64,53.85,57.85,57.435,53.0
2021-04-30 11:45,400.095,348.73,323.14,251.69,231.415,235.02,233.24,222.265,233.18,238.52,225.92,196.595,184.6,153.02,153.265,163.52,133.04,155.49,133.36,133.15,141.21,139.68,103.8,74.645,62.48,50.665,53.89,57.855,57.48,53.06
2021-04-30 11:50,400.055,348.83,322.955,251.9,231.65,234.92,233.44,222.31,233.58,238.61,225.58,196.24,184.89,153.01,153.21,163.505,132.98,155.405,133.38,133.175,141.19,139.585,103.85,74.555,62.435,50.71,53.905,57.95,57.43,53.125
2021-04-30 11:55,399.72,348.79,323.17,251.89,231.76,234.95,233.745,222.44,233.56,238.73,225.54,196.28,184.815,153.1,153.38,163.55,132.98,155.455,133.36,133.03,141.325,139.64,103.655,74.61,62.42,50.68,53.935,57.87,57.465,53.11
2021-04-30 12:00,399.58,348.87,322.86,251.56,231.86,234.93,233.59,222.38,233.79,238.79,225.38,196.345,184.86,153.01,153.47,163.54,132.905,155.44,133.31,132.83,141.295,139.68,103.585,74.62,62.55,50.685,53.95,57.795,57.47,53.13
2021-04-30 12:05,399.77,348.61,322.905,251.85,232.035,235.255,233.71,222.405,233.695,238.81,225.46,196.36,184.93,153.12,153.425,163.575,133.015,155.275,133.39,133.0,141.27,139.53,103.625,74.62,62.565,50.72,53.95,57.815,57.48,53.09
2021-04-30 12:10,399.26,349.06,323.015,251.77,231.965,235.32,233.675,222.6,233.69,238.53,225.7,196.61,184.965,153.25,153.45,163.65,132.99,155.2,133.3,133.085,141.295,139.455,103.655,74.53,62.635,50.705,53.96,57.8,57.54,53.04
2021-04-30 12:15,399.485,348.38,322.995,252.04,232.07,235.12,233.815,222.39,233.49,238.6,225.63,196.52,184.97,152.98,153.345,163.68,132.78,154.99,133.25,133.055,141.18,139.47,103.64,74.48,62.585,50.65,53.94,57.81,57.49,52.985
2021-04-30 12:20,399.285,348.8,323.23,251.685,231.96,235.08,233.635,222.4,233.58,238.7,225.87,196.67,185.24,152.89,153.37,163.72,132.795,154.965,133.32,133.05,141.23,139.485,103.77,74.455,62.59,50.635,53.94,57.795,57.5,52.92
2021-04-30 12:25,399.42,348.78,323.175,251.835,232.03,235.16,233.705,222.465,233.51,238.67,226.19,196.7,185.155,153.035,153.35,163.76,132.87,154.99,133.25,133.1,141.35,139.52,103.695,74.47,62.64,50.655,53.96,57.755,57.485,52.865
2021-04-30 12:30,399.8,349.06,323.02,251.62,231.445,235.25,233.865,222.28,233.67,238.4,226.235,196.745,184.97,153.16,153.39,163.725,132.795,154.9,133.26,132.99,141.39,139.61,103.605,74.5,62.65,50.615,53.96,57.72,57.51,52.85
2021-04-30 12:35,399.915,349.31,322.95,251.465,231.17,234.96,233.71,221.92,233.56,238.475,226.275,196.78,185.015,153.24,153.385,163.69,132.73,154.78,133.19,132.79,141.29,139.66,103.795,74.445,62.62,50.585,53.91,57.73,57.51,52.99
2021-04-30 12:40,399.92,349.09,323.095,251.5,231.3,235.05,233.845,221.955,233.41,238.795,226.51,196.92,184.97,153.16,153.3,163.74,132.87,154.87,133.25,132.575,141.22,139.685,103.79,74.5,62.7,50.58,53.905,57.7,57.57,52.975
2021-04-30 12:45,399.69,348.92,323.25,251.56,231.16,235.25,233.98,221.72,233.37,239.03,226.57,196.825,185.065,153.165,153.295,163.705,132.82,154.84,133.23,132.59,141.27,139.61,103.82,74.57,62.625,50.59,53.895,57.725,57.52,52.97
2021-04-30 12:50,399.275,348.74,323.155,251.49,231.095,235.1,233.91,221.54,233.29,239.27,226.7,196.57,185.21,153.21,153.345,163.79,132.82,154.695,133.19,132.55,141.25,139.64,103.805,74.575,62.62,50.575,53.9,57.67,57.48,52.95
2021-04-30 12:55,399.6,349.1,322.98,251.39,231.43,235.14,234.01,221.44,233.4,239.42,227.085,196.67,185.27,153.4,153.43,163.85,132.97,154.73,133.025,132.44,141.2,139.55,103.775,74.64,62.68,50.585,53.88,57.69,57.465,52.94
2021-04-30 13:00,399.36,349.04,322.77,251.66,231.56,235.14,234.11,221.18,233.23,239.39,227.28,196.6,185.23,153.41,153.285,163.745,132.895,154.68,133.05,132.55,141.175,139.58,103.76,74.645,62.6,50.59,53.89,57.66,57.41,52.92
2021-04-30 13:05,399.5,349.585,322.835,251.76,231.82,235.2,234.28,221.155,233.35,239.76,227.77,196.72,185.305,153.5,153.54,163.795,132.85,154.74,133.11,132.6,141.32,139.575,103.83,74.65,62.64,50.615,53.885,57.68,57.51,52.925
2021-04-30 13:10,399.41,349.46,322.73,251.665,231.725,235.1,234.21,221.19,233.38,239.71,227.655,196.72,185.345,153.32,153.385,163.67,132.77,154.67,133.04,132.44,141.355,139.49,103.75,74.615,62.65,50.575,53.835,57.66,57.5,52.86
2021-04-30 13:15,399.55,349.445,322.58,251.51,231.495,235.12,234.03,221.18,233.19,239.61,227.51,196.76,185.36,153.29,153.355,163.66,132.74,154.595,133.08,132.39,141.41,139.505,103.69,74.62,62.62,50.575,53.855,57.645,57.52,52.905
2021-04-30 13:20,399.835,349.99,322.99,251.6,231.63,235.28,234.25,221.26,233.58,239.63,227.955,196.87,185.56,153.33,153.59,163.55,132.865,154.75,133.07,132.44,141.4,139.485,103.72,74.495,62.65,50.605,53.87,57.69,57.58,52.905
2021-04-30 13:25,400.29,350.24,323.54,251.74,231.695,235.47,234.36,221.415,233.92,239.75,227.69,196.72,186.13,153.45,153.68,163.68,133.03,154.805,133.08,132.29,141.57,139.58,103.73,74.55,62.65,50.635,53.895,57.665,57.605,52.96
2021-04-30 13:30,400.31,350.515,323.59,251.855,231.49,235.33,234.4,221.64,234.045,240.16,227.61,196.81,186.02,153.525,153.77,163.75,133.055,154.96,133.105,132.3,141.485,139.615,103.71,74.6,62.68,50.615,53.92,57.635,57.65,53.01
2021-04-30 13:35,400.43,350.71,323.57,252.12,231.575,235.21,234.475,221.77,234.245,240.12,227.61,196.94,186.105,153.565,153.9,163.685,133.075,154.95,133.02,132.35,141.54,139.54,103.72,74.595,62.68,50.615,53.945,57.665,57.72,53.0
2021-04-30 13:40,400.17,350.575,323.43,251.82,231.105,235.275,234.23,221.93,234.17,240.2,227.615,197.005,186.1,153.6,153.85,163.74,132.95,154.755,133.07,132.105,141.535,139.595,103.845,74.615,62.67,50.57,53.925,57.62,57.74,53.035
2021-04-30 13:45,400.09,350.075,323.155,251.48,230.6,235.27,234.175,221.595,233.855,240.54,227.48,196.775,185.725,153.375,153.78,163.76,132.8,154.77,133.1,131.94,141.33,139.66,103.68,74.72,62.535,50.495,53.925,57.55,57.69,52.975
2021-04-30 13:50,399.61,349.6,322.66,251.29,230.53,235.15,233.8,221.42,233.5,240.0,227.29,196.615,185.46,153.09,153.6,163.62,132.805,154.625,133.02,131.785,141.28,139.53,103.46,74.695,62.5,50.465,53.87,57.475,57.675,52.95
2021-04-30 13:55,399.315,349.55,322.59,251.32,230.665,234.955,233.61,221.155,233.46,239.61,226.91,196.54,185.42,153.13,153.585,163.54,132.76,154.56,133.07,131.74,141.275,139.58,103.53,74.61,62.44,50.45,53.875,57.415,57.69,52.94
2021-04-30 14:00,399.46,348.855,322.835,251.38,230.335,235.06,233.85,221.06,233.125,239.26,226.885,196.28,185.41,153.035,153.51,163.485,132.65,154.56,133.14,131.57,141.27,139.75,103.43,74.7,62.345,50.47,53.885,57.315,57.645,52.93
